"번호","인제스트 완료시각","촬영/수신일","분류","미디어ID","제목","취재기자","촬영기자","내용","영상길이","메모","등록위치","엠바고","엠바고사유","ING","TRC","CAT","영상구분","리스토어요청자","영상편집","자료정리상태","방송일","외신기사 번역문","외신채널","라이브러리","라이브러리등록요청","KDAS전송","프리뷰노트","속보","사용제한","화질","언어","외신기사ID","소제목","보존만료일","키워드","폴더","바코드ID","사용제한사유","사용제한해제일","인제스트전송(HR) 시작시각","인제스트전송(HR) 종료시각","인제스트전송(LR) 시작시각","수신일시","인제스트전송(LR) 종료시각","라이브러리등록요청자","부조 메인","부조 백업","트랜스코딩시작시각","트랜스코딩종료시각","카탈로깅시작시각","카탈로깅종료시각","부조메인 전송시작시각","부조메인 전송종료시각","부조백업 전송시작시각","부조백업 전송종료시각","KDAS전송시작시간","KDAS전송종료시간","인제스트전송(HR)","인제스트전송(LR)","사용제한설정시각","사용제한설정자","엠바고설정시각","엠바고해제시각","국가명","프로그램명","촬영장소","엠바고설정자","원본영상ID","비디오ID","타이틀이미지파일아이디","비디오FPS","디스크백업시각","외신기사 원문","KDAS등록","자료여부","사용제한사유","사용제한설정시각","사용제한설정자","STT상태",
" 74","2022-07-18 18:25:51","2022-07-18","해외지국","20220718V83794","베이징_외교부 대변인 정례브리핑 0718_수신본","","","왕원빈","00:14:38:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-08-01","","월요일","0","없음","2022-07-18 18:08:53","","","","2022-07-18 18:08:53","","","대기","대기","2022-07-18 18:24:44","2022-07-18 18:25:53","2022-07-18 18:25:54","2022-07-18 18:25:54","","","","","","","대기","대기","","","","","None","","","","15698197","15698198","mamex\mamex","29.97","2022-07-18 18:08:53","","아니오","아니오","","","","대기",
" 75","2022-07-16 05:59:20","2022-07-16","해외지국","20220716V80692","워싱턴_광장_이정민_온마이크_수신본","","","","00:06:29:17","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","클로징 만","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-30","","토요일","0","없음","2022-07-16 05:50:29","","","","2022-07-16 05:50:29","","","대기","대기","2022-07-16 05:58:11","2022-07-16 05:59:21","2022-07-16 05:59:22","2022-07-16 05:59:22","","","","","","","대기","대기","","","","","None","","","","15691567","15691568","mamex\mamex","29.97","2022-07-16 05:50:29","","아니오","아니오","","","","대기",
" 76","2022-07-15 18:43:24","2022-07-15","해외지국","20220715V79644","베이징_외교부 대변인 정례브리핑 0715_수신본","","","왕원빈","00:18:57:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-29","","금요일","0","없음","2022-07-15 18:22:05","","","","2022-07-15 18:22:05","","","대기","대기","2022-07-15 18:42:18","2022-07-15 18:43:27","2022-07-15 18:43:27","2022-07-15 18:43:27","","","","","","","대기","대기","","","","","None","","","","15689348","15689349","mamex\mamex","29.97","2022-07-15 18:22:05","","아니오","아니오","","","","대기",
" 77","2022-07-15 15:53:02","2022-07-15","해외지국","20220715V79278","베이징_19시 및 21시_김민성_녹취_수신본","","","","00:00:32:23","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-29","","금요일","0","없음","2022-07-15 15:50:04","","","","2022-07-15 15:50:04","","","대기","대기","2022-07-15 15:52:32","2022-07-15 15:53:05","2022-07-15 15:53:05","2022-07-15 15:53:05","","","","","","","대기","대기","","","","","None","","","","15688511","15688512","mamex\mamex","29.97","2022-07-15 15:50:04","","아니오","아니오","","","","대기",
" 78","2022-07-14 17:33:45","2022-07-14","해외지국","20220714V77105","베이징_19시_이랑_밑그림_수신본","","","","00:03:03:21","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 17:28:20","","","","2022-07-14 17:28:20","","","대기","대기","2022-07-14 17:33:11","2022-07-14 17:33:48","2022-07-14 17:33:48","2022-07-14 17:33:48","","","","","","","대기","대기","","","","","None","","","","15683776","15683777","mamex\mamex","29.97","2022-07-14 17:28:20","","아니오","아니오","","","","대기",
" 79","2022-07-14 17:29:27","2022-07-14","해외지국","20220714V77077","베이징_외교부 대변인 정례브리핑 0714_수신본","","","왕원빈","00:10:54:15","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 17:16:12","","","","2022-07-14 17:16:12","","","대기","대기","2022-07-14 17:28:17","2022-07-14 17:29:29","2022-07-14 17:29:29","2022-07-14 17:29:29","","","","","","","대기","대기","","","","","None","","","","15683721","15683722","mamex\mamex","29.97","2022-07-14 17:16:12","","아니오","아니오","","","","대기",
" 80","2022-07-14 16:46:21","2022-07-14","해외지국","20220714V77011","베이징_21시_이랑_녹취_수신본","","","","00:00:41:17","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 16:43:21","","","","2022-07-14 16:43:21","","","대기","대기","2022-07-14 16:45:49","2022-07-14 16:46:23","2022-07-14 16:46:24","2022-07-14 16:46:24","","","","","","","대기","대기","","","","","None","","","","15683527","15683528","mamex\mamex","29.97","2022-07-14 16:43:21","","아니오","아니오","","","","대기",
" 81","2022-07-14 12:20:05","2022-07-14","해외지국","20220714V76451","베이징_조성원_특파원보고_글로벌타임즈_수신본","","","","00:01:21:17","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 12:16:46","","","","2022-07-14 12:16:46","","","대기","대기","2022-07-14 12:19:53","2022-07-14 12:20:07","2022-07-14 12:20:07","2022-07-14 12:20:07","","","","","","","대기","대기","","","","","None","","","","15682273","15682274","mamex\mamex","29.97","2022-07-14 12:16:46","","아니오","아니오","","","","대기",
" 82","2022-07-14 11:14:04","2022-07-14","해외지국","20220714V76347","중국 파기스탄 해상 훈련_수신본","","","","00:01:43:29","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 11:10:22","","","","2022-07-14 11:10:22","","","대기","대기","2022-07-14 11:13:50","2022-07-14 11:14:05","2022-07-14 11:14:06","2022-07-14 11:14:06","","","","","2022-07-15 10:06:19","2022-07-15 10:06:25","대기","대기","","","","","None","","","","15682052","15682053","mamex\mamex","29.97","2022-07-14 11:10:22","","예","아니오","","","","대기",
" 83","2022-07-14 09:47:28","2022-07-14","해외지국","20220714V76169","뉴욕_한보경_경제 ET_수신본","","","화상 녹화","00:06:36:17","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","목요일","0","없음","2022-07-14 09:38:25","","","","2022-07-14 09:38:25","","","대기","대기","2022-07-14 09:45:50","2022-07-14 09:47:29","2022-07-14 09:47:29","2022-07-14 09:47:29","","","","","","","대기","대기","","","","","None","","","","15681664","15681665","mamex\mamex","29.97","2022-07-14 09:38:25","","아니오","아니오","","","","대기",
" 84","2022-07-13 17:38:23","2022-07-13","해외지국","20220713V74744","베이징_외교부 대변인 정례브리핑 0713_수신본","","","왕원빈","00:08:23:15","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-27","","수요일","0","없음","2022-07-13 17:27:33","","","","2022-07-13 17:27:33","","","대기","대기","2022-07-13 17:37:08","2022-07-13 17:38:25","2022-07-13 17:38:26","2022-07-13 17:38:26","","","","","","","대기","대기","","","","","None","","","","15678638","15678639","mamex\mamex","29.97","2022-07-13 17:27:33","","아니오","아니오","","","","대기",
" 85","2022-07-12 17:33:21","2022-07-12","해외지국","20220712V72370","베이징_외교부 대변인 정례브리핑 0712_수신본","","","","00:15:18:06","","LIVE 인제스트","아니오","","성공","준비","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-26","","화요일","0","없음","2022-07-12 17:15:43","","","","2022-07-12 17:15:43","","","대기","대기","2022-07-12 17:33:23","","2022-07-12 17:33:24","2022-07-12 17:33:24","","","","","","","대기","대기","","","","","None","","","","15673471","15673472","mamex\mamex","29.97","2022-07-12 17:15:43","","아니오","아니오","","","","대기",
" 86","2022-07-12 12:45:18","2022-07-12","해외지국","20220712V71690","베이징_특파원보고_미중해상경쟁_수신본","","","중국 항공모함 푸젠함, 미국 항공모함 ","00:24:30:02","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","김인수","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-07-26","","화요일","0","없음","2022-07-12 12:18:49","","","","2022-07-12 12:18:49","","","대기","대기","2022-07-12 12:44:32","2022-07-12 12:45:19","2022-07-12 12:45:32","2022-07-12 12:45:32","","","","","2022-07-13 11:13:06","2022-07-13 11:14:02","대기","대기","","","","","None","","","","15672026","15672027","mamex\mamex","29.97","2022-07-12 12:18:49","","예","아니오","","","","대기",
" 87","2022-07-12 06:00:13","2022-07-12","해외지국","20220712V71194","워싱턴_광장_김양순_온마이크_수신본","","","","00:00:39:00","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","클로징 만","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-26","","화요일","0","없음","2022-07-12 05:50:16","","","","2022-07-12 05:50:16","","","대기","대기","2022-07-12 05:52:50","2022-07-12 06:00:14","2022-07-12 05:53:23","2022-07-12 05:53:23","","","","","","","대기","대기","","","","","None","","","","15670986","15670987","mamex\mamex","29.97","2022-07-12 05:50:16","","아니오","아니오","","","","대기",
" 88","2022-07-11 18:14:58","2022-07-11","해외지국","20220711V70166","베이징_외교부 대변인 정례브리핑 0711_수신본","","","왕원빈","00:23:30:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-25","","월요일","0","없음","2022-07-11 17:49:06","","","","2022-07-11 17:49:06","","","대기","대기","2022-07-11 18:13:26","2022-07-11 18:15:00","2022-07-11 18:15:01","2022-07-11 18:15:01","","","","","","","대기","대기","","","","","None","","","","15668784","15668785","mamex\mamex","29.97","2022-07-11 17:49:06","","아니오","아니오","","","","대기",
" 89","2022-07-09 01:56:29","2022-07-09","해외지국","20220709V66570","파리_유원중_케이푸드 페어 루브르_수신본","","","","00:45:37:14","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-23","","토요일","0","없음","2022-07-09 01:08:23","","","","2022-07-09 01:08:23","","","대기","대기","2022-07-09 01:54:53","2022-07-09 01:56:33","2022-07-09 01:56:40","2022-07-09 01:56:40","","","","","","","대기","대기","","","","","None","","","","15660656","15660657","mamex\mamex","29.97","2022-07-09 01:08:23","","아니오","아니오","","","","대기",
" 90","2022-07-07 18:00:23","2022-07-07","해외지국","20220707V63295","베이징_외교부 대변인 정례브리핑 0707_수신본","","","자오리젠","00:35:07:28","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-21","","목요일","0","없음","2022-07-07 17:23:17","","","","2022-07-07 17:23:17","","","대기","대기","2022-07-07 17:59:12","2022-07-07 18:00:26","2022-07-07 18:00:27","2022-07-07 18:00:27","","","","","","","대기","대기","","","","","None","","","","15653451","15653452","mamex\mamex","29.97","2022-07-07 17:23:17","","아니오","아니오","","","","대기",
" 91","2022-07-07 06:51:54","2022-07-07","해외지국","20220707V62334","워싱턴_ET용_이정민_급등에서 급락으로 미국 유가 공방_수신본","","","화상 녹화","00:07:57:24","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-21","","목요일","0","없음","2022-07-07 06:41:36","","","","2022-07-07 06:41:36","","","대기","대기","2022-07-07 08:25:24","2022-07-07 08:28:11","2022-07-07 08:28:38","2022-07-07 08:28:39","","","","","","","대기","대기","","","","","None","","","","15651110","15651111","mamex\mamex","29.97","2022-07-07 06:41:36","","아니오","아니오","","","","대기",
" 92","2022-07-06 19:20:31","2022-07-06","해외지국","20220706V61105","베이징_외교부 대변인 정례브리핑 0706_수신본","","","자오리젠","00:33:03:14","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-07-20","","수요일","0","없음","2022-07-06 18:45:06","","","","2022-07-06 18:45:06","","","대기","대기","2022-07-06 19:19:22","2022-07-06 19:20:34","2022-07-06 19:20:35","2022-07-06 19:20:35","","","","","","","대기","대기","","","","","None","","","","15648473","15648474","mamex\mamex","29.97","2022-07-06 18:45:06","","아니오","아니오","","","","대기",
" 93","2022-05-30 11:47:52","2022-05-30","해외지국","20220530V91576","베이징_조성원_디지털용 중국 비 피해 영상_수신본","","","","00:09:55:26","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-07-28","","월요일","0","없음","2022-05-30 11:30:20","","","","2022-05-30 11:30:20","","","대기","대기","2022-05-30 11:41:03","2022-05-30 11:47:53","2022-05-30 11:42:43","2022-05-30 11:42:43","","","","","2022-07-21 18:42:30","2022-07-21 18:42:49","대기","대기","","","","","None","","","","15496252","15496253","mamex\mamex","29.97","2022-05-30 11:30:20","","예","아니오","","","","대기",
" 94","2022-03-26 19:42:09","2022-03-26","해외지국","20220326V75265","폴란드_우크라이나 한국인 의용군 인터뷰 스케치_수신본","이정은","김상민 서다은","-폴란드 -우크라이나 한국인 의용군 화상 인터뷰 스케치","00:07:13:15","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-04-09","","토요일","0","없음","2022-03-26 19:32:35","","","","2022-03-26 19:32:35","","","대기","대기","2022-03-26 19:40:36","2022-03-26 19:42:12","2022-03-26 19:42:13","2022-03-26 19:42:13","","","","","","","대기","대기","","","","","None","","","","15237085","15237086","mamex\mamex","29.97","2022-03-26 19:32:35","","아니오","아니오","","","","대기",
" 95","2022-03-25 01:12:56","2022-03-25","해외지국","20220325V72431","워싱턴_러시아 코바예프 바로노바 기자 이정민 기자 화상인터뷰 스케치_수신본","","","","00:07:34:28","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-04-08","","금요일","0","없음","2022-03-25 01:03:24","","","","2022-03-25 01:03:24","","","대기","대기","2022-03-25 01:11:47","2022-03-25 01:13:00","2022-03-25 01:13:01","2022-03-25 01:13:01","","","","","","","대기","대기","","","","","None","","","","15230726","15230727","mamex\mamex","29.97","2022-03-25 01:03:24","","아니오","아니오","","","","대기",
" 96","2022-03-23 22:33:19","2022-03-23","해외지국","20220323V69928","폴란드_김귀수_[폴란드 국경] 프셰이실 중앙역 및 숙소 매니저 녹취_수신본","김귀수","김상민 서다은","-중앙역 아이 찾는 엄마 스케치 -기자단 숙소 매니저 녹취","00:05:23:13","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-04-06","","수요일","0","없음","2022-03-23 22:25:35","","","","2022-03-23 22:25:35","","","대기","대기","2022-03-23 22:32:11","2022-03-23 22:33:23","2022-03-23 22:33:23","2022-03-23 22:33:23","","","","","","","대기","대기","","","","","None","","","","15225186","15225187","mamex\mamex","29.97","2022-03-23 22:25:35","","아니오","아니오","","","","대기",
" 97","2022-03-17 04:03:30","2022-03-17","해외지국","20220317V57800","폴란드_이정은_우크라이나 국경 넘은 한국 봉사 단체 취재 02_수신본","이정은","김상민 서다은","-폴란드 -우크라이나인들 차량 하차 스케치 -한인 봉사자 스케치 -조지아 봉사자들 스케치","00:07:48:15","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-31","","목요일","0","없음","2022-03-17 03:53:45","","","","2022-03-17 03:53:45","","","대기","대기","2022-03-17 04:02:44","2022-03-17 04:03:30","2022-03-17 04:03:31","2022-03-17 04:03:31","","","","","2022-07-13 14:51:07","2022-07-13 14:51:24","대기","대기","","","","","None","","","","15198261","15198262","mamex\mamex","29.97","2022-03-17 03:53:45","","예","아니오","","","","대기",
" 98","2022-03-17 03:48:09","2022-03-17","해외지국","20220317V57775","폴란드_이정은_우크라이나 국경 넘은 한국 봉사 단체 취재 01_수신본","이정은","김상민 서다은","-폴란드 -폴란드 테스코 마트 스케치 -조지아 봉사자들 스케치 -음식 받아가는 우크라이나인들 스케치 -우크라이나인 차량 하차 스케치 -한인 봉사자 스케치 -리타 조지아 봉사자 녹취 -안젤리나 우크라이나인 녹취","00:25:06:19","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-31","","목요일","0","없음","2022-03-17 03:21:05","","","","2022-03-17 03:21:05","","","대기","대기","2022-03-17 03:47:23","2022-03-17 03:48:09","2022-03-17 03:48:13","2022-03-17 03:48:13","","","","","2022-07-13 14:51:09","2022-07-13 14:51:54","대기","대기","","","","","None","","","","15198210","15198211","mamex\mamex","29.97","2022-03-17 03:21:05","","예","아니오","","","","대기",
" 99","2022-03-16 04:53:12","2022-03-16","해외지국","20220316V55487","폴란드_우크라이나 접경 지역 취재_수신본","이정은","김상민 서다은","-폴란드 -폴란드 메디카 국경검문소 분위기 스케치 -줄 서있는 피난민 스케치 -버스에 오르는 피난민 스케치 -우크라이나 접경 지역 부감 스케치 -폴란드 프세미실 중앙역 분위기 스케치 -아나스타샤 인터뷰 -아나스타샤 가족 표 구매 및 대기 스케치 -무료 유심칩 및 음식 받는 우크라이나인들 스케치 -기차 들어오는 모습 및 나가는 모습 스케치 -기차에 타는 우크라이나인들 스케치","01:06:04:07","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-30","","수요일","0","없음","2022-03-16 03:44:47","","","","2022-03-16 03:44:47","","","대기","대기","2022-03-16 04:52:04","2022-03-16 04:53:13","2022-03-16 04:53:20","2022-03-16 04:53:20","","","","","2022-07-13 14:51:10","2022-07-13 14:53:18","대기","대기","","","","","None","","","","15193184","15193185","mamex\mamex","29.97","2022-03-16 03:44:47","","예","아니오","","","","대기",
"100","2022-03-14 18:24:36","2022-03-14","해외지국","20220314V52348","폴란_[폴란드 국경] 코르초바 국경검문소 인근 대형 마켓에 마련된 피난민 보호센터_수신본_김귀수","","조세준","-폴란드 -코르초바 국경검문소 인근 피난민 보호센터 스케치 -피난민 버스 타는 모습 스케치 -피난민 식사 스케치 -아이들 스케치 -가족 스케치","00:03:10:13","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-28","","월요일","0","없음","2022-03-14 18:19:07","","","","2022-03-14 18:19:07","","","대기","대기","2022-03-14 18:24:06","2022-03-14 18:24:39","2022-03-14 18:24:40","2022-03-14 18:24:40","","","","","2022-07-13 16:28:11","2022-07-13 16:28:24","대기","대기","","","","","None","","","","15186478","15186479","mamex\mamex","29.97","2022-03-14 18:19:07","","예","아니오","","","","대기",
"101","2022-03-14 18:20:44","2022-03-14","해외지국","20220314V52342","폴란드_[폴란드 국경] 코르초바 국경검문소_수신본_김귀수","","조세준","-폴란드 -코르초바 국경검문소 스케치","00:04:10:01","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-28","","월요일","0","없음","2022-03-14 18:13:57","","","","2022-03-14 18:13:57","","","대기","대기","2022-03-14 18:19:26","2022-03-14 18:20:47","2022-03-14 18:20:30","2022-03-14 18:20:30","","","","","2022-07-13 16:28:12","2022-07-13 16:28:22","대기","대기","","","","","None","","","","15186465","15186466","mamex\mamex","29.97","2022-03-14 18:13:57","","예","아니오","","","","대기",
"102","2022-03-14 18:15:37","2022-03-14","해외지국","20220314V52330","폴란드_[폴란드 국경] 메디카국경 중국계 아시아인들 자원봉사(파룬궁추정)_수신본","","조세준","-폴란드 -중국계 아시아 자원봉사자들이 세운 피난민 보호텐트 스케치 및 인터뷰","00:06:52:22","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-28","","월요일","0","없음","2022-03-14 18:06:18","","","","2022-03-14 18:06:18","","","대기","대기","2022-03-14 18:14:22","2022-03-14 18:15:39","2022-03-14 18:15:40","2022-03-14 18:15:40","","","","","2022-07-13 16:28:13","2022-07-13 16:28:28","대기","대기","","","","","None","","","","15186439","15186440","mamex\mamex","29.97","2022-03-14 18:06:18","","예","아니오","","","","대기",
"103","2022-03-14 18:06:46","2022-03-14","해외지국","20220314V52272","폴란드_[폴란드 국경] 메디카국경내 피아노치는 연주가_수신본","","조세준","-폴란드 -피난민을 위로하기 위해 연주하는 이스라엘 피아니스트 스케치 및 녹취(음악싱크 채널1,2)","00:20:47:18","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-28","","월요일","0","없음","2022-03-14 17:44:00","","","","2022-03-14 17:44:00","","","대기","대기","2022-03-14 18:05:36","2022-03-14 18:06:49","2022-03-14 18:06:49","2022-03-14 18:06:49","","","","","2022-07-13 16:28:13","2022-07-13 16:28:44","대기","대기","","","","","None","","","","15186309","15186310","mamex\mamex","29.97","2022-03-14 17:44:00","","예","아니오","","","","대기",
"104","2022-03-14 17:45:01","2022-03-14","해외지국","20220314V52262","폴란드_[폴란드 국경] 메디카국경내 프랑스 용병 추정 스케치_수신본_김귀수","","조세준","-폴란드 -프랑스 용병으로 추정되는 군인들 스케치 및 인터뷰","00:01:42:07","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-28","","월요일","0","없음","2022-03-14 17:41:15","","","","2022-03-14 17:41:15","","","대기","대기","2022-03-14 17:44:41","2022-03-14 17:45:04","2022-03-14 17:44:56","2022-03-14 17:44:56","","","","","2022-07-13 16:28:14","2022-07-13 16:28:20","대기","대기","","","","","None","","","","15186288","15186289","mamex\mamex","29.97","2022-03-14 17:41:15","","예","아니오","","","","대기",
"105","2022-03-12 00:10:45","2022-03-12","해외지국","20220312V48598","폴란드_조빛나_[폴란드 국경] 조빛나 기자 영상통화_수신본","조빛나","김재현","-영상통화 하는 모습 스케치","00:02:18:14","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-26","","토요일","0","없음","2022-03-12 00:06:07","","","","2022-03-12 00:06:07","","","대기","대기","2022-03-12 00:10:19","2022-03-12 00:10:49","2022-03-12 00:10:49","2022-03-12 00:10:49","","","","","","","대기","대기","","","","","None","","","","15178206","15178207","mamex\mamex","29.97","2022-03-12 00:06:07","","아니오","아니오","","","","대기",
"106","2022-03-11 22:17:21","2022-03-11","해외지국","20220311V48479","폴란드_[폴란드 국경] 코르쵸바 국경검문소를 넘어 피난온 교민 두 분(정천식, 현아) 0311_수신본","김귀수","조세준","-코르쵸바 검문소 지나 7킬로 떨어진 곳 휴게주차장에 대사관 차량타고 피난오는 모습 -다른 차량으로 짐옮기는 모습 -딸(현아)만 한국으로 피난보내 생이별 하는 모녀 스케치 -모녀인터뷰 -어머니 (올가) 다시 우크라이나로 돌아가는 차량 스케치 -생사고락 끝 피난온 정천식씨 모습 스케치 -정씨 인터뷰 -얼굴 및 손 상처 스케치 -교민 두 분 (정씨, 현아) 한국행 비행기타러 떠나는 차량스케치","00:23:54:21","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-25","","금요일","0","없음","2022-03-11 21:51:05","","","","2022-03-11 21:51:05","","","대기","대기","2022-03-11 22:15:46","2022-03-11 22:17:24","2022-03-11 22:17:25","2022-03-11 22:17:25","","","","","2022-07-13 16:26:07","2022-07-13 16:26:42","대기","대기","","","","","None","","","","15177968","15177969","mamex\mamex","29.97","2022-03-11 21:51:05","","예","아니오","","","","대기",
"107","2022-03-11 22:10:10","2022-03-11","해외지국","20220311V48462","폴란드_[폴란드 국경] 메디카국경 피난민 아이들 모습 0310_수신본_김귀수","김귀수","조세준","-메디카 국경으로 넘어오는 피난민 아이들 각종 표정 스케치 -울고 웃고 인형 고르고 사탕 받는 아이들의 다양한 모습 이펙트성 소리와 스케치","00:08:01:26","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-25","","금요일","0","없음","2022-03-11 21:42:52","","","","2022-03-11 21:42:52","","","대기","대기","2022-03-11 21:52:48","2022-03-11 22:10:13","2022-03-11 21:53:18","2022-03-11 21:53:18","","","","","2022-07-13 16:26:09","2022-07-13 16:26:26","대기","대기","","","","","None","","","","15177925","15177926","mamex\mamex","29.97","2022-03-11 21:42:52","","예","아니오","","","","대기",
"108","2022-03-10 04:03:51","2022-03-10","해외지국","20220310V44493","폴란드 국경_메디카검문소, 코스코 스케치_수신본","김귀수","김재현","-폴란드 -눈오는 프세미실 마을 스케치 -메디카 검문소 난민들 스케치 -자원봉사자들 모습 스케치 -코스코 난민 쉼터 스케치 -Dolhobyczow 국경 스케치","00:33:39:12","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-24","","목요일","0","없음","2022-03-10 03:27:51","","","","2022-03-10 03:27:51","","","대기","대기","2022-03-10 04:02:16","2022-03-10 04:03:51","2022-03-10 04:03:56","2022-03-10 04:03:56","","","","","2022-07-13 16:23:29","2022-07-13 16:24:18","대기","대기","","","","","None","","","","15169148","15169149","mamex\mamex","29.97","2022-03-10 03:27:51","","예","아니오","","","","대기",
